Russia,  Population size (1-year)     Last modified: 18-Nov-2011, MPv5 (May07)

Year     Age      Female         Male        Total
2002      59     584104.00    430722.00   1014826.00
2002      60     899908.00    652479.00   1552387.00
2002      61     965025.00    691370.00   1656395.00
2002      62    1080448.00    749999.00   1830447.00
2002      63    1096796.00    739624.00   1836420.00
2002      64    1092108.00    735877.00   1827985.00
2002      65     900676.00    592340.00   1493016.00
2002      66     787996.00    511241.00   1299237.00
2002      67     631372.00    394683.00   1026055.00
2002      68     611265.00    368536.00    979801.00
2002      69     760798.00    441292.00   1202090.00
2002      70     728378.00    420497.00   1148875.00
2002      71     833863.00    461732.00   1295595.00
2002      72     793281.00    418221.00   1211502.00
2002      73     826835.00    409315.00   1236150.00
2002      74     747889.00    359115.00   1107004.00
2002      75     708160.00    296645.00   1004805.00
2002      76     624542.00    219917.00    844459.00
2002      77     566382.00    178603.00    744985.00
2002      78     479180.00    136200.00    615380.00
2002      79     382620.00    102929.00    485549.00
2002      80     303376.96     81463.08    384840.04
2002      81     254129.30     67908.82    322038.12
2002      82     238223.33     61787.50    300010.83
2002      83     221122.05     55050.49    276172.54
2002      84     162842.81     38955.61    201798.42
2002      85     148906.31     33140.83    182047.14
2002      86     158073.77     33490.86    191564.63
2002      87     154847.25     31487.97    186335.22
2002      88     129178.32     25730.59    154908.91
2002      89     103684.38     19966.07    123650.45
2002      90      78592.65     14610.03     93202.68
2002      91      58969.69     10351.59     69321.28
2002      92      41761.18      6981.81     48742.99
2002      93      28790.60      4605.53     33396.13
2002      94      20526.33      3123.33     23649.66
2002      95      13841.18      2012.69     15853.87
2002      96       9187.69      1224.54     10412.23
2002      97       6181.15       794.43      6975.58
2002      98       3900.18       526.93      4427.11
2002      99       2532.64       336.92      2869.56
2002     100       1542.14       193.28      1735.42
2002     101        949.69       117.87      1067.56
2002     102        495.58        66.22       561.80
2002     103        238.76        31.16       269.92
2002     104        135.99        16.09       152.08
2002     105         69.29         8.45        77.74
2002     106         34.44         3.84        38.28
2002     107         15.47         1.28        16.75
2002     108          6.74         0.27         7.01
2002     109          2.83         0.00         2.83
2002     110+         0.78         0.00         0.78
2003-      0     657119.00    691263.00   1348382.00
2003-      1     613603.00    644354.00   1257957.00
2003-      2     608491.00    640168.00   1248659.00
2003-      3     595635.00    627084.00   1222719.00
2003-      4     622514.00    653444.00   1275958.00
2003-      5     609832.00    638684.00   1248516.00
2003-      6     635313.00    666766.00   1302079.00
2003-      7     668487.00    698445.00   1366932.00
2003-      8     695100.00    728637.00   1423737.00
2003-      9     694054.00    726521.00   1420575.00
2003-     10     803227.00    841132.00   1644359.00
2003-     11     884439.00    927884.00   1812323.00
2003-     12     999446.00   1045274.00   2044720.00
2003-     13    1075056.00   1123354.00   2198410.00
2003-     14    1166140.00   1210786.00   2376926.00
2003-     15    1244242.00   1292291.00   2536533.00
2003-     16    1254396.00   1298446.00   2552842.00
2003-     17    1215054.00   1249709.00   2464763.00
2003-     18    1249962.00   1286212.00   2536174.00
2003-     19    1270317.00   1311149.00   2581466.00
2003-     20    1209923.00   1242624.00   2452547.00
2003-     21    1131771.00   1155108.00   2286879.00
2003-     22    1149337.00   1168955.00   2318292.00
2003-     23    1089352.00   1108207.00   2197559.00
2003-     24    1101220.00   1107782.00   2209002.00
2003-     25    1079709.00   1082671.00   2162380.00
2003-     26    1079011.00   1084750.00   2163761.00
2003-     27    1063508.00   1069285.00   2132793.00
2003-     28    1043821.00   1046008.00   2089829.00
2003-     29    1002295.00   1004470.00   2006765.00
2003-     30    1052285.00   1055690.00   2107975.00
2003-     31     994922.00    998951.00   1993873.00
2003-     32    1002264.00   1010528.00   2012792.00
2003-     33     935919.00    929200.00   1865119.00
2003-     34     925783.00    915313.00   1841096.00
2003-     35     933865.00    915420.00   1849285.00
2003-     36     974019.00    946128.00   1920147.00
2003-     37     996450.00    969770.00   1966220.00
2003-     38    1055012.00   1013391.00   2068403.00
2003-     39    1137706.00   1097410.00   2235116.00
2003-     40    1227869.00   1167122.00   2394991.00
2003-     41    1262152.00   1197876.00   2460028.00
2003-     42    1337478.00   1274570.00   2612048.00
2003-     43    1286966.00   1197467.00   2484433.00
2003-     44    1281616.00   1182484.00   2464100.00
2003-     45    1274468.00   1173424.00   2447892.00
2003-     46    1236334.00   1120153.00   2356487.00
2003-     47    1227752.00   1100589.00   2328341.00
2003-     48    1249071.00   1104177.00   2353248.00
2003-     49    1126556.00    989889.00   2116445.00
2003-     50    1180255.00   1024904.00   2205159.00
2003-     51    1117175.00    958965.00   2076140.00
2003-     52    1099720.00    946526.00   2046246.00
2003-     53    1139867.00    957124.00   2096991.00
2003-     54     939237.00    780633.00   1719870.00
2003-     55     934376.00    762296.00   1696672.00
2003-     56     844732.00    672444.00   1517176.00
2003-     57     513837.00    403353.00    917190.00
2003-     58     396659.00    306098.00    702757.00
2003-     59     363940.00    273650.00    637590.00
2003-     60     577788.00    414088.00    991876.00
2003-     61     887046.00    623610.00   1510656.00
2003-     62     953000.00    662503.00   1615503.00
2003-     63    1064511.00    715508.00   1780019.00
2003-     64    1078541.00    703333.00   1781874.00
2003-     65    1072535.00    699641.00   1772176.00
2003-     66     882467.00    560597.00   1443064.00
2003-     67     770178.00    482854.00   1253032.00
2003-     68     615490.00    371243.00    986733.00
2003-     69     592609.00    344729.00    937338.00
2003-     70     736809.00    412339.00   1149148.00
2003-     71     702975.00    389654.00   1092629.00
2003-     72     805011.00    431076.00   1236087.00
2003-     73     757642.00    382814.00   1140456.00
2003-     74     790235.00    375060.00   1165295.00
2003-     75     707845.00    325131.00   1032976.00
2003-     76     666253.00    267524.00    933777.00
2003-     77     583581.00    197200.00    780781.00
2003-     78     525247.00    158821.00    684068.00
2003-     79     440276.00    120259.00    560535.00
2003-     80     343366.61     85777.54    429144.16
2003-     81     274799.14     70616.02    345415.16
2003-     82     226513.49     57839.87    284353.36
2003-     83     210143.34     52143.20    262286.54
2003-     84     193651.26     46151.20    239802.46
2003-     85     139214.67     31948.52    171163.19
2003-     86     126103.74     26936.15    153039.89
2003-     87     131390.29     26768.46    158158.75
2003-     88     126608.17     24785.85    151394.02
2003-     89     103499.72     19838.99    123338.72
2003-     90      81056.62     14908.74     95965.35
2003-     91      60238.49     10758.43     70996.92
2003-     92      44030.02      7432.75     51462.77
2003-     93      30303.38      4911.02     35214.40
2003-     94      20347.23      3159.05     23506.27
2003-     95      14097.69      2082.03     16179.71
2003-     96       9371.96      1331.64     10703.59
2003-     97       6106.71       802.89      6909.61
2003-     98       4089.67       527.34      4617.01
2003-     99       2679.36       367.93      3047.29
2003-    100       1517.89       205.26      1723.16
2003-    101        875.52       111.87       987.39
2003-    102        526.94        67.26       594.19
2003-    103        268.73        37.42       306.15
2003-    104        126.71        17.31       144.01
2003-    105         70.87         8.54        79.41
2003-    106         35.33         4.22        39.55
2003-    107         17.05         1.75        18.80
2003-    108          7.23         0.30         7.53
2003-    109          2.94         0.00         2.94
2003-    110+         1.06         0.00         1.06
2003+      0     669228.00    703230.00   1372458.00
2003+      1     624602.00    655027.00   1279629.00
2003+      2     619672.00    650712.00   1270384.00
2003+      3     608778.00    639989.00   1248767.00
2003+      4     634806.00    665538.00   1300344.00
2003+      5     621459.00    650474.00   1271933.00
2003+      6     646676.00    677896.00   1324572.00
2003+      7     680222.00    709694.00   1389916.00
2003+      8     706721.00    739759.00   1446480.00
2003+      9     705543.00    737690.00   1443233.00
2003+     10     816085.00    853582.00   1669667.00
2003+     11     896632.00    939635.00   1836267.00
2003+     12    1013867.00   1059150.00   2073017.00
2003+     13    1088552.00   1136404.00   2224956.00
2003+     14    1178994.00   1223134.00   2402128.00
2003+     15    1256942.00   1304352.00   2561294.00
2003+     16    1267225.00   1310260.00   2577485.00
2003+     17    1227204.00   1260700.00   2487904.00
2003+     18    1261670.00   1296565.00   2558235.00
2003+     19    1281474.00   1329201.00   2610675.00
2003+     20    1221025.00   1260028.00   2481053.00
2003+     21    1141424.00   1166925.00   2308349.00
2003+     22    1160795.00   1180234.00   2341029.00
2003+     23    1099570.00   1117953.00   2217523.00
2003+     24    1101220.00   1107782.00   2209002.00
2003+     25    1088844.00   1091007.00   2179851.00
2003+     26    1088003.00   1092745.00   2180748.00
2003+     27    1072474.00   1077146.00   2149620.00
2003+     28    1052330.00   1053287.00   2105617.00
2003+     29    1010029.00   1011041.00   2021070.00
2003+     30    1060995.00   1062960.00   2123955.00
2003+     31    1002489.00   1005404.00   2007893.00
2003+     32    1011531.00   1018837.00   2030368.00
2003+     33     943774.00    935785.00   1879559.00
2003+     34     933734.00    922277.00   1856011.00
2003+     35     941353.00    921712.00   1863065.00
2003+     36     981683.00    952522.00   1934205.00
2003+     37    1004651.00    976710.00   1981361.00
2003+     38    1063128.00   1020228.00   2083356.00
2003+     39    1145836.00   1104667.00   2250503.00
2003+     40    1236686.00   1174418.00   2411104.00
2003+     41    1270161.00   1204914.00   2475075.00
2003+     42    1346647.00   1283298.00   2629945.00
2003+     43    1294893.00   1204765.00   2499658.00
2003+     44    1288812.00   1189078.00   2477890.00
2003+     45    1281844.00   1180197.00   2462041.00
2003+     46    1243226.00   1126173.00   2369399.00
2003+     47    1233929.00   1106393.00   2340322.00
2003+     48    1255254.00   1109770.00   2365024.00
2003+     49    1132065.00    994783.00   2126848.00
2003+     50    1185837.00   1029899.00   2215736.00
2003+     51    1121674.00    963101.00   2084775.00
2003+     52    1104359.00    951190.00   2055549.00
2003+     53    1143515.00    960429.00   2103944.00
2003+     54     942100.00    783096.00   1725196.00
2003+     55     936928.00    764508.00   1701436.00
2003+     56     846409.00    673819.00   1520228.00
2003+     57     514953.00    404200.00    919153.00
2003+     58     398127.00    307219.00    705346.00
2003+     59     365468.00    274964.00    640432.00
2003+     60     580377.00    416020.00    996397.00
2003+     61     889072.00    625097.00   1514169.00
2003+     62     956294.00    664833.00   1621127.00
2003+     63    1067238.00    717334.00   1784572.00
2003+     64    1081759.00    705392.00   1787151.00
2003+     65    1075550.00    701667.00   1777217.00
2003+     66     885707.00    562707.00   1448414.00
2003+     67     772973.00    484849.00   1257822.00
2003+     68     618073.00    373262.00    991335.00
2003+     69     594785.00    346454.00    941239.00
2003+     70     739766.00    414666.00   1154432.00
2003+     71     704437.00    390876.00   1095313.00
2003+     72     807842.00    433108.00   1240950.00
2003+     73     759119.00    384003.00   1143122.00
2003+     74     792243.00    376404.00   1168647.00
2003+     75     709024.00    325933.00   1034957.00
2003+     76     667333.00    268263.00    935596.00
2003+     77     584547.00    197681.00    782228.00
2003+     78     526100.00    159344.00    685444.00
2003+     79     440867.00    120584.00    561451.00
2003+     80     344118.69     86137.53    430256.22
2003+     81     275184.13     70851.19    346035.32
2003+     82     227460.87     58212.95    285673.82
2003+     83     210527.82     52324.29    262852.11
2003+     84     194035.99     46337.09    240373.08
2003+     85     139578.07     32109.33    171687.40
2003+     86     126337.07     27044.72    153381.79
2003+     87     131721.56     26896.32    158617.88
2003+     88     126901.96     24892.62    151794.58
2003+     89     103677.80     19919.74    123597.54
2003+     90      81251.09     14993.42     96244.51
2003+     91      60355.34     10801.87     71157.21
2003+     92      44268.94      7520.39     51789.33
2003+     93      30426.36      4956.11     35382.47
2003+     94      20421.27      3189.16     23610.43
2003+     95      14190.44      2109.31     16299.75
2003+     96       9451.61      1351.39     10803.00
2003+     97       6206.95       826.41      7033.36
2003+     98       4180.98       551.71      4732.69
2003+     99       2744.41       383.82      3128.23
2003+    100       1667.06       227.49      1894.55
2003+    101        961.56       123.98      1085.54
2003+    102        578.72        74.54       653.26
2003+    103        295.14        41.47       336.61
2003+    104        139.16        19.18       158.34
2003+    105         77.83         9.47        87.30
2003+    106         38.80         4.68        43.48
2003+    107         18.73         1.94        20.67
2003+    108          7.94         0.33         8.27
2003+    109          3.23         0.00         3.23
2003+    110+         1.16         0.00         1.16
2004       0     710003.00    752019.00   1462022.00
2004       1     669733.00    703251.00   1372984.00
2004       2     624296.00    654449.00   1278745.00
2004       3     619610.00    650393.00   1270003.00
2004       4     608826.00    639824.00   1248650.00
2004       5     634915.00    665413.00   1300328.00
2004       6     621609.00    650383.00   1271992.00
2004       7     646762.00    677800.00   1324562.00
2004       8     680366.00    709608.00   1389974.00
2004       9     706852.00    739720.00   1446572.00
2004      10     705752.00    737673.00   1443425.00
2004      11     816240.00    853541.00   1669781.00
2004      12     896787.00    939495.00   1836282.00
2004      13    1014129.00   1058998.00   2073127.00
2004      14    1088641.00   1136093.00   2224734.00
2004      15    1178636.00   1222269.00   2400905.00
2004      16    1256588.00   1303086.00   2559674.00
2004      17    1266819.00   1309111.00   2575930.00
2004      18    1226945.00   1259105.00   2486050.00
2004      19    1261547.00   1294408.00   2555955.00
2004      20    1281301.00   1326408.00   2607709.00
2004      21    1220860.00   1256848.00   2477708.00
2004      22    1141336.00   1163549.00   2304885.00
2004      23    1160415.00   1176674.00   2337089.00
2004      24    1099116.00   1114176.00   2213292.00
2004      25    1100529.00   1103304.00   2203833.00
2004      26    1088080.00   1086321.00   2174401.00
2004      27    1087271.00   1087862.00   2175133.00
2004      28    1071680.00   1071810.00   2143490.00
2004      29    1051365.00   1047731.00   2099096.00
2004      30    1008884.00   1004999.00   2013883.00
2004      31    1059764.00   1056579.00   2116343.00
2004      32    1001203.00    999158.00   2000361.00
2004      33    1010081.00   1012173.00   2022254.00
2004      34     942158.00    928938.00   1871096.00
2004      35     932052.00    915024.00   1847076.00
2004      36     939466.00    914175.00   1853641.00
2004      37     979550.00    943896.00   1923446.00
2004      38    1002354.00    967001.00   1969355.00
2004      39    1060448.00   1009683.00   2070131.00
2004      40    1142506.00   1090923.00   2233429.00
2004      41    1233016.00   1160142.00   2393158.00
2004      42    1266003.00   1189382.00   2455385.00
2004      43    1341935.00   1265739.00   2607674.00
2004      44    1290003.00   1186479.00   2476482.00
2004      45    1283308.00   1168895.00   2452203.00
2004      46    1276080.00   1160138.00   2436218.00
2004      47    1237043.00   1105640.00   2342683.00
2004      48    1227299.00   1083921.00   2311220.00
2004      49    1247976.00   1085997.00   2333973.00
2004      50    1124523.00    969915.00   2094438.00
2004      51    1177418.00   1004843.00   2182261.00
2004      52    1113217.00    938190.00   2051407.00
2004      53    1095615.00    925701.00   2021316.00
2004      54    1133632.00    932825.00   2066457.00
2004      55     933459.00    758884.00   1692343.00
2004      56     927076.00    739931.00   1667007.00
2004      57     836907.00    651257.00   1488164.00
2004      58     508627.00    389879.00    898506.00
2004      59     393029.00    295490.00    688519.00
2004      60     360078.00    262899.00    622977.00
2004      61     572030.00    397671.00    969701.00
2004      62     875450.00    595964.00   1471414.00
2004      63     940739.00    633300.00   1574039.00
2004      64    1048547.00    681382.00   1729929.00
2004      65    1061127.00    668390.00   1729517.00
2004      66    1053288.00    663921.00   1717209.00
2004      67     864921.00    530386.00   1395307.00
2004      68     752602.00    455320.00   1207922.00
2004      69     599895.00    349218.00    949113.00
2004      70     575515.00    321812.00    897327.00
2004      71     714183.00    384658.00   1098841.00
2004      72     677284.00    360525.00   1037809.00
2004      73     774590.00    398601.00   1173191.00
2004      74     723342.00    349419.00   1072761.00
2004      75     751072.00    340913.00   1091985.00
2004      76     668412.00    293250.00    961662.00
2004      77     624569.00    240681.00    865250.00
2004      78     543040.00    176285.00    719325.00
2004      79     484952.00    141104.00    626056.00
2004      80     403639.48    102768.76    506408.24
2004      81     311339.05     74421.63    385760.68
2004      82     246142.27     60695.90    306838.17
2004      83     200735.66     49138.88    249874.54
2004      84     182836.75     43605.87    226442.62
2004      85     167389.13     38411.10    205800.23
2004      86     117573.14     25928.45    143501.59
2004      87     105188.80     21595.42    126784.22
2004      88     107403.70     21147.62    128551.32
2004      89     101383.85     19221.81    120605.66
2004      90      80938.57     14994.64     95933.21
2004      91      62340.69     11028.22     73368.91
2004      92      44965.05      7778.01     52743.06
2004      93      32227.46      5300.87     37528.33
2004      94      21583.33      3396.83     24980.16
2004      95      14051.99      2132.50     16184.49
2004      96       9574.13      1383.00     10957.13
2004      97       6323.51       886.98      7210.49
2004      98       4066.96       546.35      4613.31
2004      99       2737.86       363.16      3101.02
2004     100       1701.15       237.10      1938.25
2004     101        979.23       133.38      1112.61
2004     102        554.08        71.80       625.88
2004     103        327.46        42.71       370.17
2004     104        163.88        23.68       187.56
2004     105         75.94        10.78        86.72
2004     106         41.96         4.96        46.92
2004     107         20.50         2.19        22.69
2004     108          9.55         0.73        10.28
2004     109          3.68         0.00         3.68
2004     110+         1.57         0.00         1.57
2005       0     723556.00    764488.00   1488044.00
2005       1     708463.00    749953.00   1458416.00
2005       2     669374.00    702626.00   1372000.00
2005       3     624258.00    654110.00   1278368.00
2005       4     619624.00    650192.00   1269816.00
2005       5     608954.00    639704.00   1248658.00
2005       6     635058.00    665315.00   1300373.00
2005       7     621693.00    650337.00   1272030.00
2005       8     646929.00    677774.00   1324703.00
2005       9     680493.00    709468.00   1389961.00
2005      10     706982.00    739596.00   1446578.00
2005      11     705925.00    737577.00   1443502.00
2005      12     816274.00    853423.00   1669697.00
2005      13     897020.00    939286.00   1836306.00
2005      14    1014180.00   1058665.00   2072845.00
2005      15    1088550.00   1135415.00   2223965.00
2005      16    1178549.00   1221254.00   2399803.00
2005      17    1256631.00   1302243.00   2558874.00
2005      18    1266784.00   1307781.00   2574565.00
2005      19    1227162.00   1257436.00   2484598.00
2005      20    1261808.00   1292198.00   2554006.00
2005      21    1281597.00   1323269.00   2604866.00
2005      22    1221103.00   1253552.00   2474655.00
2005      23    1141463.00   1159738.00   2301201.00
2005      24    1160292.00   1172552.00   2332844.00
2005      25    1098667.00   1109541.00   2208208.00
2005      26    1099920.00   1098349.00   2198269.00
2005      27    1087403.00   1081291.00   2168694.00
2005      28    1086491.00   1082499.00   2168990.00
2005      29    1070764.00   1066039.00   2136803.00
2005      30    1050277.00   1041114.00   2091391.00
2005      31    1007764.00    998759.00   2006523.00
2005      32    1058378.00   1049879.00   2108257.00
2005      33     999743.00    992248.00   1991991.00
2005      34    1008415.00   1004937.00   2013352.00
2005      35     940347.00    921236.00   1861583.00
2005      36     930143.00    907329.00   1837472.00
2005      37     937547.00    906036.00   1843583.00
2005      38     977287.00    934931.00   1912218.00
2005      39     999761.00    957051.00   1956812.00
2005      40    1057317.00    996738.00   2054055.00
2005      41    1139114.00   1077873.00   2216987.00
2005      42    1229285.00   1145673.00   2374958.00
2005      43    1261665.00   1173131.00   2434796.00
2005      44    1336879.00   1247725.00   2584604.00
2005      45    1284547.00   1166539.00   2451086.00
2005      46    1277425.00   1149121.00   2426546.00
2005      47    1270224.00   1139393.00   2409617.00
2005      48    1230771.00   1084776.00   2315547.00
2005      49    1220508.00   1061287.00   2281795.00
2005      50    1239799.00   1059486.00   2299285.00
2005      51    1117114.00    946638.00   2063752.00
2005      52    1169202.00    980348.00   2149550.00
2005      53    1104462.00    913157.00   2017619.00
2005      54    1086558.00    900812.00   1987370.00
2005      55    1123368.00    904403.00   2027771.00
2005      56     924121.00    735566.00   1659687.00
2005      57     917196.00    716096.00   1633292.00
2005      58     827472.00    629034.00   1456506.00
2005      59     502348.00    376078.00    878426.00
2005      60     387530.00    282889.00    670419.00
2005      61     354942.00    251393.00    606335.00
2005      62     563537.00    380593.00    944130.00
2005      63     861729.00    568604.00   1430333.00
2005      64     924753.00    602994.00   1527747.00
2005      65    1029308.00    646978.00   1676286.00
2005      66    1039755.00    632949.00   1672704.00
2005      67    1030634.00    627907.00   1658541.00
2005      68     844054.00    499173.00   1343227.00
2005      69     731997.00    427170.00   1159167.00
2005      70     581833.00    326203.00    908036.00
2005      71     555909.00    298960.00    854869.00
2005      72     688359.00    356272.00   1044631.00
2005      73     649837.00    331747.00    981584.00
2005      74     741251.00    365611.00   1106862.00
2005      75     687577.00    317383.00   1004960.00
2005      76     709654.00    307261.00   1016915.00
2005      77     628193.00    263493.00    891686.00
2005      78     582266.00    215456.00    797722.00
2005      79     502255.00    156833.00    659088.00
2005      80     445510.59    120896.06    566406.65
2005      81     366823.14     89558.70    456381.84
2005      82     279946.84     64052.29    343999.13
2005      83     218598.07     51709.29    270307.36
2005      84     175874.10     41302.92    217177.02
2005      85     157580.52     36160.85    193741.37
2005      86     143667.16     31784.46    175451.62
2005      87      98274.25     20858.82    119133.07
2005      88      86828.80     17086.45    103915.25
2005      89      86816.60     16449.85    103266.45
2005      90      80322.43     14699.22     95021.65
2005      91      62654.50     11228.13     73882.63
2005      92      47286.36      8032.04     55318.40
2005      93      33192.75      5508.91     38701.66
2005      94      23346.08      3732.95     27079.03
2005      95      15054.40      2320.44     17374.84
2005      96       9588.42      1430.18     11018.60
2005      97       6380.70       923.13      7303.83
2005      98       4184.33       581.46      4765.79
2005      99       2710.14       360.44      3070.58
2005     100       1729.53       224.24      1953.77
2005     101       1019.61       136.76      1156.37
2005     102        576.64        75.96       652.60
2005     103        320.90        40.22       361.12
2005     104        186.64        23.55       210.19
2005     105         91.70        13.02       104.72
2005     106         41.77         5.75        47.52
2005     107         22.87         2.27        25.14
2005     108         10.89         0.70        11.59
2005     109          4.78         0.00         4.78
2005     110+         1.80         0.00         1.80
2006       0     702474.00    741740.00   1444214.00
2006       1     722070.00    762446.00   1484516.00
2006       2     708299.00    749383.00   1457682.00
2006       3     669394.00    702372.00   1371766.00
2006       4     624444.00    654102.00   1278546.00
2006       5     619875.00    650319.00   1270194.00
2006       6     609243.00    639921.00   1249164.00
2006       7     635355.00    665468.00   1300823.00
2006       8     622086.00    650502.00   1272588.00
2006       9     647237.00    677975.00   1325212.00
2006      10     680890.00    709656.00   1390546.00
2006      11     707450.00    739821.00   1447271.00
2006      12     706296.00    737845.00   1444141.00
2006      13     816767.00    853741.00   1670508.00
2006      14     897423.00    939425.00   1836848.00
2006      15    1014326.00   1058365.00   2072691.00
2006      16    1088615.00   1134816.00   2223431.00
2006      17    1178487.00   1220341.00   2398828.00
2006      18    1256600.00   1300667.00   2557267.00
2006      19    1266961.00   1306022.00   2572983.00
2006      20    1227236.00   1255436.00   2482672.00
2006      21    1262100.00   1289480.00   2551580.00
2006      22    1281770.00   1319799.00   2601569.00
2006      23    1221288.00   1249686.00   2470974.00
2006      24    1141656.00   1155929.00   2297585.00
2006      25    1160161.00   1167939.00   2328100.00
2006      26    1098582.00   1104568.00   2203150.00
2006      27    1099729.00   1093268.00   2192997.00
2006      28    1086956.00   1075842.00   2162798.00
2006      29    1085886.00   1076689.00   2162575.00
2006      30    1069929.00   1059016.00   2128945.00
2006      31    1049432.00   1034404.00   2083836.00
2006      32    1006881.00    991961.00   1998842.00
2006      33    1057223.00   1042699.00   2099922.00
2006      34     998411.00    985056.00   1983467.00
2006      35    1006678.00    996916.00   2003594.00
2006      36     938639.00    913569.00   1852208.00
2006      37     928373.00    899272.00   1827645.00
2006      38     935556.00    897618.00   1833174.00
2006      39     975069.00    925424.00   1900493.00
2006      40     996830.00    944975.00   1941805.00
2006      41    1054285.00    984686.00   2038971.00
2006      42    1135702.00   1063995.00   2199697.00
2006      43    1225302.00   1130424.00   2355726.00
2006      44    1257205.00   1155938.00   2413143.00
2006      45    1331276.00   1227289.00   2558565.00
2006      46    1279063.00   1146952.00   2426015.00
2006      47    1271660.00   1128420.00   2400080.00
2006      48    1264003.00   1117871.00   2381874.00
2006      49    1224204.00   1063053.00   2287257.00
2006      50    1212809.00   1034928.00   2247737.00
2006      51    1231815.00   1034316.00   2266131.00
2006      52    1109257.00    922745.00   2032002.00
2006      53    1160787.00    955319.00   2116106.00
2006      54    1095696.00    887821.00   1983517.00
2006      55    1077101.00    874033.00   1951134.00
2006      56    1112243.00    875997.00   1988240.00
2006      57     914838.00    711927.00   1626765.00
2006      58     907037.00    692062.00   1599099.00
2006      59     817866.00    606964.00   1424830.00
2006      60     495833.00    360749.00    856582.00
2006      61     381948.00    270759.00    652707.00
2006      62     349764.00    240217.00    589981.00
2006      63     554942.00    363647.00    918589.00
2006      64     847491.00    541552.00   1389043.00
2006      65     908010.00    573312.00   1481322.00
2006      66    1009472.00    612886.00   1622358.00
2006      67    1017545.00    598043.00   1615588.00
2006      68    1006749.00    592114.00   1598863.00
2006      69     821910.00    468829.00   1290739.00
2006      70     710393.00    398787.00   1109180.00
2006      71     563091.00    303177.00    866268.00
2006      72     535616.00    276211.00    811827.00
2006      73     661492.00    328775.00    990267.00
2006      74     621376.00    303642.00    925018.00
2006      75     706210.00    333957.00   1040167.00
2006      76     650014.00    286549.00    936563.00
2006      77     666830.00    275431.00    942261.00
2006      78     586300.00    235115.00    821415.00
2006      79     539237.00    191234.00    730471.00
2006      80     467781.00    138211.81    605992.81
2006      81     404916.29    105271.77    510188.06
2006      82     330440.21     77306.91    407747.12
2006      83     249053.76     54736.72    303790.48
2006      84     191839.14     43799.39    235638.53
2006      85     152048.71     34270.53    186319.24
2006      86     133810.70     29508.31    163319.01
2006      87     121533.09     25980.64    147513.73
2006      88      80529.40     16558.25     97087.65
2006      89      70287.79     13349.02     83636.81
2006      90      68483.03     12620.83     81103.86
2006      91      62309.82     11091.03     73400.85
2006      92      47354.41      8208.99     55563.40
2006      93      34955.29      5770.76     40726.05
2006      94      23689.25      3854.74     27543.99
2006      95      16306.03      2555.88     18861.91
2006      96      10228.78      1544.38     11773.16
2006      97       6408.36       914.10      7322.46
2006      98       4201.12       596.43      4797.55
2006      99       2730.43       377.59      3108.02
2006     100       1684.70       218.78      1903.48
2006     101       1036.98       135.71      1172.69
2006     102        601.86        82.46       684.32
2006     103        335.51        45.60       381.11
2006     104        184.21        23.88       208.09
2006     105        105.72        13.84       119.56
2006     106         50.97         7.72        58.69
2006     107         22.80         3.29        26.09
2006     108         12.42         0.97        13.39
2006     109          5.70         0.00         5.70
2006     110+         2.57         0.00         2.57
2007       0     713768.00    753648.00   1467416.00
2007       1     701222.00    740117.00   1441339.00
2007       2     721997.00    762042.00   1484039.00
2007       3     708531.00    749358.00   1457889.00
2007       4     669714.00    702492.00   1372206.00
2007       5     624795.00    654393.00   1279188.00
2007       6     620348.00    650628.00   1270976.00
2007       7     609729.00    640276.00   1250005.00
2007       8     635830.00    665838.00   1301668.00
2007       9     622675.00    650877.00   1273552.00
2007      10     647754.00    678397.00   1326151.00
2007      11     681439.00    710160.00   1391599.00
2007      12     708071.00    740308.00   1448379.00
2007      13     706973.00    738249.00   1445222.00
2007      14     817336.00    854173.00   1671509.00
2007      15     897863.00    939579.00   1837442.00
2007      16    1014585.00   1058036.00   2072621.00
2007      17    1088780.00   1134447.00   2223227.00
2007      18    1178750.00   1219410.00   2398160.00
2007      19    1256998.00   1299230.00   2556228.00
2007      20    1267473.00   1304393.00   2571866.00
2007      21    1227757.00   1253558.00   2481315.00
2007      22    1262792.00   1287227.00   2550019.00
2007      23    1282471.00   1316879.00   2599350.00
2007      24    1221980.00   1246560.00   2468540.00
2007      25    1142080.00   1152291.00   2294371.00
2007      26    1160491.00   1163825.00   2324316.00
2007      27    1098832.00   1100456.00   2199288.00
2007      28    1099904.00   1088878.00   2188782.00
2007      29    1087050.00   1070948.00   2157998.00
2007      30    1085637.00   1070764.00   2156401.00
2007      31    1069589.00   1053170.00   2122759.00
2007      32    1049056.00   1028512.00   2077568.00
2007      33    1006293.00    985971.00   1992264.00
2007      34    1056556.00   1036533.00   2093089.00
2007      35     997478.00    978058.00   1975536.00
2007      36    1005480.00    990247.00   1995727.00
2007      37     937435.00    906991.00   1844426.00
2007      38     926962.00    892403.00   1819365.00
2007      39     934090.00    890021.00   1824111.00
2007      40     972922.00    915611.00   1888533.00
2007      41     994574.00    935435.00   1930009.00
2007      42    1051540.00    974267.00   2025807.00
2007      43    1132702.00   1051871.00   2184573.00
2007      44    1221894.00   1116905.00   2338799.00
2007      45    1253022.00   1140011.00   2393033.00
2007      46    1326517.00   1210264.00   2536781.00
